company,car_model,year,kms_driven,fuel_type,transmission,owners,service_history,previous_accidents,insurance,price
maruti,dzire,2016.0,84953.0,cng,manual,2.0,False,True,third-party,187257.05
tata,harrier,2002.0,58447.0,electric,manual,2.0,True,False,third-party,561232.95
maruti,swift,2007.0,143586.0,cng,manual,2.0,True,False,nan,50000.0
toyota,corolla,2007.0,167748.0,electric,automatic,1.0,True,True,nan,274837.8
maruti,swift,2003.0,19157.0,cng,manual,1.0,True,False,comprehensive,50000.0
maruti,dzire,2012.0,101292.0,petrol,manual,2.0,False,True,nan,50000.0
audi,a6,2000.0,64311.0,cng,automatic,3.0,False,False,comprehensive,4240353.35
mercedes,s-class,2016.0,75356.0,cng,automatic,2.0,True,True,third-party,9508696.6
tata,harrier,2013.0,62192.0,diesel,manual,2.0,True,True,nan,1110671.2
honda,civic,2003.0,15627.0,diesel,automatic,1.0,True,False,third-party,50000.0
bmw,x5,2015.0,192482.0,electric,automatic,2.0,False,False,nan,7521127.7
nissan,terrano,2015.0,161706.0,diesel,manual,3.0,True,False,nan,795744.1
maruti,dzire,2010.0,163203.0,petrol,manual,2.0,False,False,comprehensive,50000.0
nissan,terrano,2015.0,123327.0,diesel,manual,1.0,False,False,nan,811500.95
bmw,x5,2014.0,107470.0,diesel,automatic,3.0,False,True,third-party,7383879.5
hyundai,elantra,2021.0,57360.0,diesel,manual,3.0,True,False,third-party,1111396.0
ford,ecosport,2020.0,144198.0,electric,manual,3.0,True,True,comprehensive,548370.3
toyota,innova,2024.0,117997.0,diesel,automatic,2.0,True,False,third-party,1552300.45
toyota,innova,2024.0,9492.0,cng,manual,2.0,False,False,comprehensive,1598576.2
tata,harrier,2007.0,83719.0,electric,automatic,3.0,True,False,third-party,807442.15
nissan,terrano,2010.0,172111.0,petrol,manual,1.0,False,False,nan,554183.35
mercedes,s-class,2024.0,29887.0,petrol,automatic,1.0,True,False,comprehensive,9995516.95
bmw,3 series,2005.0,25954.0,electric,automatic,1.0,True,True,comprehensive,3046106.9
tata,harrier,2022.0,106752.0,electric,automatic,2.0,True,False,third-party,1553987.2
toyota,fortuner,2011.0,39451.0,cng,automatic,2.0,True,True,nan,2814082.35
tata,nexon,2018.0,28018.0,electric,automatic,2.0,True,True,comprehensive,515797.3000000001
bmw,x5,2018.0,191182.0,electric,manual,2.0,False,True,nan,7571322.7
mercedes,s-class,2023.0,174539.0,cng,automatic,1.0,True,True,third-party,9873819.15
ford,ecosport,2009.0,109615.0,diesel,automatic,3.0,False,True,third-party,50000.0
ford,fiesta,2017.0,145325.0,petrol,manual,1.0,True,True,nan,228201.25
toyota,innova,2016.0,41866.0,electric,manual,1.0,False,False,third-party,1173720.1
maruti,vitara brezza,2016.0,62934.0,petrol,manual,3.0,True,True,third-party,310559.9
honda,civic,2000.0,149916.0,petrol,manual,1.0,True,False,third-party,50000.0
hyundai,verna,2009.0,120109.0,petrol,automatic,2.0,False,True,nan,50000.0
hyundai,creta,2005.0,30040.0,electric,automatic,1.0,True,False,third-party,545494.0
maruti,vitara brezza,2015.0,138507.0,electric,manual,1.0,False,False,comprehensive,359223.95
audi,a6,2008.0,56947.0,petrol,automatic,2.0,True,False,nan,4711457.95
maruti,vitara brezza,2016.0,22204.0,diesel,automatic,1.0,True,False,third-party,396669.4
hyundai,verna,2007.0,93337.0,electric,manual,2.0,True,False,comprehensive,50000.0
ford,ecosport,2016.0,116106.0,petrol,automatic,1.0,False,False,third-party,412584.1
mercedes,c-class,2016.0,98463.0,electric,manual,3.0,False,True,third-party,4485230.55
tata,harrier,2002.0,163147.0,petrol,automatic,1.0,False,False,third-party,555527.95
nissan,magnite,2023.0,197285.0,diesel,automatic,3.0,False,True,comprehensive,470407.25
maruti,dzire,2008.0,90006.0,petrol,manual,2.0,False,True,third-party,50000.0
ford,fiesta,2024.0,179826.0,electric,automatic,1.0,True,False,comprehensive,573026.1
maruti,dzire,2006.0,90301.0,electric,automatic,3.0,True,False,third-party,50000.0
honda,civic,2006.0,113943.0,electric,manual,3.0,False,True,third-party,50000.0
toyota,corolla,2012.0,40836.0,cng,automatic,3.0,False,True,nan,543874.6
bmw,m3,2019.0,46112.0,electric,manual,3.0,False,False,nan,7243083.2
mercedes,c-class,2007.0,60121.0,petrol,automatic,1.0,True,True,nan,4140981.85
ford,endeavour,2000.0,15031.0,electric,automatic,1.0,True,True,comprehensive,1747745.35
tata,nexon,2006.0,147011.0,electric,automatic,2.0,True,True,nan,50000.0
maruti,swift,2002.0,46728.0,petrol,automatic,1.0,False,True,third-party,50000.0
bmw,3 series,2002.0,47753.0,diesel,manual,3.0,True,False,comprehensive,2862837.05
toyota,corolla,2022.0,64437.0,cng,manual,1.0,False,False,third-party,1070334.45
honda,city,2002.0,179477.0,electric,manual,3.0,False,False,third-party,50000.0
honda,city,2015.0,20679.0,diesel,automatic,2.0,False,True,third-party,446898.15
toyota,corolla,2017.0,85762.0,electric,automatic,3.0,False,False,third-party,837135.7
hyundai,elantra,2020.0,62847.0,cng,manual,3.0,True,True,comprehensive,1010572.95
nissan,terrano,2005.0,63827.0,electric,automatic,2.0,True,False,nan,310425.95
hyundai,verna,2000.0,175633.0,diesel,automatic,1.0,False,False,comprehensive,50000.0
mercedes,c-class,2011.0,185577.0,electric,manual,2.0,True,True,nan,4292163.45
maruti,dzire,2009.0,19733.0,diesel,automatic,3.0,False,True,third-party,50000.0
maruti,swift,2015.0,167907.0,electric,manual,1.0,False,False,comprehensive,104813.95
nissan,kicks,2004.0,152449.0,petrol,automatic,1.0,True,True,third-party,127132.65
audi,q5,2006.0,148749.0,petrol,automatic,3.0,False,False,third-party,5027687.65
honda,city,2002.0,103801.0,petrol,automatic,3.0,True,True,nan,50000.0
maruti,vitara brezza,2001.0,144488.0,cng,automatic,2.0,True,False,comprehensive,50000.0
bmw,m3,2021.0,75338.0,petrol,automatic,3.0,False,True,comprehensive,7288699.3
maruti,vitara brezza,2000.0,44807.0,cng,manual,2.0,True,False,third-party,50000.0
honda,city,2018.0,46634.0,cng,manual,1.0,False,False,comprehensive,673004.9
bmw,3 series,2012.0,36587.0,diesel,manual,3.0,False,True,third-party,3344511.95
maruti,vitara brezza,2012.0,173292.0,cng,automatic,2.0,False,False,nan,174006.2
tata,nexon,2017.0,82904.0,electric,automatic,2.0,True,False,comprehensive,557564.4
maruti,vitara brezza,2019.0,79222.0,cng,manual,1.0,False,False,nan,568116.7
hyundai,verna,2022.0,189861.0,cng,automatic,3.0,True,True,nan,741520.85
audi,a4,2000.0,141345.0,diesel,manual,2.0,True,True,third-party,3248798.25
bmw,m3,2006.0,67509.0,petrol,manual,1.0,True,True,nan,6589873.65
nissan,terrano,2024.0,111845.0,diesel,manual,2.0,False,False,nan,1233223.25
honda,city,2023.0,16652.0,cng,manual,1.0,True,True,comprehensive,897502.2
tata,nexon,2005.0,69370.0,electric,manual,3.0,False,True,comprehensive,50000.0
mercedes,e-class,2007.0,82758.0,petrol,automatic,2.0,False,False,third-party,5587586.3
maruti,vitara brezza,2015.0,67788.0,diesel,manual,2.0,True,True,nan,309831.8
audi,q5,2023.0,56968.0,cng,automatic,2.0,True,False,nan,5961454.8
toyota,corolla,2021.0,161014.0,cng,automatic,2.0,True,False,comprehensive,995847.9
honda,city,2010.0,50244.0,petrol,automatic,3.0,False,False,nan,292463.4
hyundai,creta,2010.0,108386.0,petrol,manual,2.0,False,True,comprehensive,683742.1
bmw,m3,2011.0,74600.0,cng,manual,3.0,True,True,nan,6758810.0
ford,fiesta,2013.0,96963.0,electric,automatic,2.0,True,True,nan,50000.0
honda,civic,2005.0,78879.0,petrol,automatic,1.0,True,False,nan,50000.0
nissan,terrano,2017.0,77677.0,diesel,automatic,3.0,False,False,comprehensive,888348.45
hyundai,verna,2013.0,58245.0,cng,manual,3.0,False,False,comprehensive,291263.25
ford,fiesta,2023.0,186837.0,petrol,automatic,1.0,True,False,comprehensive,571974.45
hyundai,creta,2021.0,136121.0,petrol,manual,1.0,True,False,third-party,1329581.85
nissan,magnite,2011.0,148316.0,cng,automatic,3.0,False,True,third-party,50000.0
audi,a4,2012.0,52707.0,petrol,automatic,1.0,False,False,nan,3922093.95
ford,endeavour,2003.0,138526.0,diesel,automatic,1.0,True,True,nan,1929221.1
tata,harrier,2017.0,48970.0,electric,manual,1.0,False,False,third-party,1372654.5
nissan,terrano,2004.0,63044.0,diesel,manual,2.0,False,False,nan,240543.4
toyota,fortuner,2013.0,66174.0,cng,manual,3.0,False,False,comprehensive,2890073.9
bmw,3 series,2008.0,124731.0,electric,manual,2.0,False,True,nan,3081290.35
toyota,fortuner,2018.0,72073.0,diesel,manual,3.0,True,False,comprehensive,3159189.05
nissan,kicks,2016.0,166073.0,cng,manual,2.0,False,True,nan,675089.05
bmw,x5,2012.0,13095.0,petrol,manual,1.0,True,False,nan,7448035.75
honda,city,2011.0,180194.0,petrol,automatic,2.0,False,True,nan,222970.9
audi,a4,2017.0,69614.0,cng,automatic,3.0,False,False,comprehensive,4139557.9
nissan,terrano,2021.0,169348.0,petrol,automatic,1.0,True,True,comprehensive,1074597.8
tata,nexon,2010.0,50014.0,cng,automatic,1.0,False,False,third-party,172497.9
maruti,swift,2020.0,92388.0,electric,automatic,2.0,False,True,third-party,336141.8
nissan,terrano,2014.0,34361.0,cng,automatic,3.0,True,True,nan,714845.85
nissan,terrano,2011.0,25393.0,petrol,manual,1.0,True,False,third-party,646191.05
nissan,kicks,2010.0,180077.0,cng,automatic,1.0,False,False,comprehensive,502988.45
nissan,magnite,2020.0,158453.0,diesel,manual,2.0,True,False,comprehensive,346232.05
maruti,dzire,2016.0,81291.0,diesel,automatic,1.0,False,False,comprehensive,217806.35
mercedes,c-class,2004.0,103320.0,diesel,automatic,2.0,False,True,third-party,3884502.0
honda,city,2007.0,38779.0,petrol,manual,3.0,False,True,nan,50000.0
tata,nexon,2020.0,167600.0,cng,manual,2.0,True,False,third-party,694860.0
mercedes,e-class,2008.0,80171.0,electric,automatic,2.0,True,True,third-party,5657974.35
honda,civic,2009.0,107771.0,diesel,automatic,3.0,False,True,nan,50000.0
bmw,m3,2012.0,82602.0,diesel,manual,3.0,True,False,nan,6857609.7
nissan,magnite,2012.0,89560.0,electric,automatic,2.0,False,False,third-party,50000.0
nissan,terrano,2014.0,8078.0,petrol,manual,2.0,True,False,comprehensive,768788.3
toyota,fortuner,2017.0,5447.0,electric,manual,2.0,True,False,nan,3169182.95
bmw,3 series,2017.0,115827.0,electric,manual,1.0,False,True,third-party,3612625.95
ford,endeavour,2008.0,25801.0,electric,automatic,2.0,True,True,nan,2116129.85
honda,jazz,2011.0,193191.0,petrol,automatic,2.0,True,False,comprehensive,91021.35
ford,fiesta,2017.0,178793.0,cng,automatic,1.0,True,True,nan,173181.05
nissan,magnite,2014.0,95512.0,petrol,automatic,3.0,True,True,third-party,50000.0
toyota,fortuner,2007.0,89765.0,petrol,automatic,3.0,False,True,nan,2536535.25
hyundai,elantra,2005.0,140912.0,diesel,manual,3.0,False,True,third-party,278863.2
hyundai,verna,2018.0,157443.0,petrol,automatic,2.0,False,True,third-party,476383.5500000001
toyota,corolla,2000.0,112258.0,electric,manual,2.0,False,True,comprehensive,50000.0
honda,city,2014.0,107482.0,diesel,manual,1.0,True,False,third-party,483877.7
bmw,3 series,2022.0,195208.0,petrol,manual,1.0,True,False,third-party,3920718.8
audi,a6,2022.0,166604.0,cng,manual,3.0,False,False,nan,5325009.4
ford,fiesta,2020.0,66345.0,cng,manual,2.0,False,True,third-party,290048.25
tata,nexon,2003.0,22910.0,diesel,automatic,3.0,False,True,nan,50000.0
hyundai,elantra,2019.0,143358.0,cng,automatic,3.0,False,True,comprehensive,928496.3
bmw,3 series,2003.0,59747.0,petrol,automatic,1.0,True,True,third-party,2891037.95
hyundai,verna,2016.0,31122.0,electric,automatic,1.0,False,False,comprehensive,475331.7
mercedes,e-class,2022.0,124495.0,electric,manual,1.0,True,False,third-party,6431325.75
toyota,innova,2023.0,65286.0,diesel,automatic,3.0,False,False,nan,1490207.1
toyota,fortuner,2000.0,32517.0,cng,automatic,3.0,False,False,third-party,2245122.45
bmw,x5,2019.0,71021.0,diesel,manual,2.0,False,False,comprehensive,7689346.85
bmw,m3,2011.0,30870.0,petrol,manual,2.0,False,True,nan,6795369.5
hyundai,verna,2003.0,54991.0,electric,automatic,2.0,True,False,third-party,50000.0
bmw,x5,2014.0,45432.0,electric,automatic,3.0,False,True,comprehensive,7393185.2
tata,altroz,2018.0,113695.0,electric,automatic,2.0,False,True,third-party,182945.75
audi,q5,2015.0,189462.0,cng,automatic,1.0,True,False,nan,5521580.7
hyundai,verna,2000.0,92541.0,electric,manual,2.0,False,True,nan,50000.0
tata,harrier,2000.0,43904.0,electric,manual,1.0,False,True,comprehensive,423414.4
toyota,fortuner,2015.0,41783.0,electric,automatic,1.0,True,False,third-party,3093732.55
ford,ecosport,2004.0,134010.0,petrol,manual,3.0,False,False,nan,50000.0
bmw,3 series,2022.0,127009.0,diesel,automatic,1.0,False,True,nan,3810948.65
toyota,innova,2023.0,104410.0,petrol,automatic,3.0,True,False,nan,1504338.5
audi,a6,2018.0,123976.0,cng,automatic,1.0,False,False,third-party,5161403.6
nissan,terrano,2007.0,76120.0,electric,automatic,3.0,False,True,nan,388582.0
hyundai,elantra,2005.0,109014.0,petrol,manual,1.0,True,False,third-party,333647.9
honda,civic,2002.0,196586.0,cng,manual,1.0,False,False,nan,50000.0
honda,civic,2016.0,66720.0,electric,manual,1.0,False,True,comprehensive,219992.0
audi,q5,2001.0,32714.0,cng,automatic,3.0,False,True,third-party,4745092.9
nissan,terrano,2003.0,158093.0,cng,automatic,3.0,False,True,nan,126286.05
audi,a6,2013.0,21330.0,diesel,automatic,1.0,False,False,comprehensive,4926800.5
honda,city,2003.0,175557.0,diesel,manual,2.0,False,False,comprehensive,50000.0
audi,a6,2005.0,47162.0,petrol,manual,3.0,True,False,comprehensive,4512925.7
maruti,dzire,2003.0,56201.0,diesel,automatic,3.0,False,True,comprehensive,50000.0
honda,jazz,2018.0,63258.0,electric,automatic,3.0,True,False,comprehensive,410511.3
audi,q5,2021.0,179237.0,diesel,manual,3.0,False,False,comprehensive,5773114.45
bmw,3 series,2023.0,35426.0,electric,automatic,2.0,False,False,third-party,3894686.1
bmw,3 series,2002.0,39028.0,petrol,automatic,3.0,False,True,comprehensive,2794145.8
nissan,magnite,2021.0,100166.0,petrol,automatic,3.0,True,True,comprehensive,404975.1
ford,ecosport,2014.0,128802.0,electric,automatic,2.0,True,True,nan,250679.7
audi,q5,2003.0,23488.0,cng,automatic,1.0,False,True,third-party,4876476.8
hyundai,creta,2018.0,78121.0,diesel,automatic,1.0,True,False,comprehensive,1188281.85
mercedes,s-class,2013.0,53834.0,cng,automatic,2.0,False,True,nan,9341924.9
toyota,fortuner,2001.0,141448.0,cng,manual,2.0,False,True,nan,2228782.8
bmw,3 series,2001.0,22357.0,electric,automatic,3.0,True,False,third-party,2816646.45
bmw,x5,2010.0,117700.0,electric,manual,2.0,True,True,nan,7252345.0
ford,ecosport,2009.0,90055.0,petrol,manual,2.0,True,False,nan,50000.0
audi,q5,2011.0,90422.0,electric,manual,2.0,True,True,comprehensive,5306436.7
mercedes,s-class,2011.0,127698.0,cng,manual,3.0,False,True,third-party,9230845.3
ford,fiesta,2000.0,157930.0,electric,manual,3.0,False,True,comprehensive,50000.0
maruti,dzire,2004.0,31564.0,cng,automatic,3.0,True,True,nan,50000.0
toyota,corolla,2000.0,58760.0,diesel,manual,1.0,True,False,comprehensive,50000.0
toyota,fortuner,2013.0,78242.0,cng,automatic,2.0,False,False,third-party,2938263.7
tata,harrier,2014.0,7454.0,electric,manual,2.0,True,False,third-party,1168881.9
audi,q5,2005.0,14502.0,cng,manual,3.0,False,True,nan,4947824.7
maruti,vitara brezza,2004.0,21994.0,petrol,automatic,2.0,True,False,third-party,50000.0
maruti,vitara brezza,2023.0,36059.0,cng,manual,3.0,True,True,nan,664591.15
mercedes,c-class,2022.0,105854.0,cng,automatic,1.0,True,False,third-party,4884121.9
ford,endeavour,2015.0,126776.0,petrol,automatic,1.0,True,True,comprehensive,2480983.6
toyota,innova,2020.0,102955.0,diesel,automatic,3.0,False,True,third-party,1284556.75
tata,harrier,2003.0,152861.0,diesel,automatic,2.0,True,True,third-party,547070.85
audi,a6,2014.0,63594.0,electric,automatic,2.0,False,True,comprehensive,4890460.9
ford,fiesta,2003.0,151531.0,petrol,manual,1.0,True,False,third-party,50000.0
nissan,magnite,2014.0,41641.0,electric,automatic,1.0,False,False,nan,73753.85
mercedes,c-class,2016.0,135258.0,petrol,manual,2.0,True,False,comprehensive,4549711.3
hyundai,elantra,2023.0,169611.0,electric,manual,3.0,False,False,third-party,1224558.35
maruti,swift,2018.0,107608.0,electric,automatic,3.0,True,False,third-party,303858.8
audi,a6,2016.0,134973.0,diesel,automatic,1.0,True,True,comprehensive,5079754.05
maruti,dzire,2004.0,58000.0,petrol,automatic,2.0,True,False,nan,50000.0
nissan,magnite,2004.0,99933.0,cng,automatic,3.0,True,False,third-party,50000.0
bmw,3 series,2021.0,174125.0,petrol,manual,2.0,True,True,third-party,3743881.25
bmw,x5,2018.0,106052.0,electric,automatic,3.0,True,False,comprehensive,7654092.2
maruti,swift,2006.0,83451.0,cng,manual,3.0,True,False,third-party,50000.0
audi,q5,2004.0,187587.0,electric,automatic,2.0,False,False,nan,4971861.95
toyota,fortuner,2018.0,38746.0,electric,automatic,3.0,True,True,comprehensive,3114188.1
mercedes,c-class,2019.0,131204.0,petrol,manual,1.0,False,True,comprehensive,4710319.4
ford,fiesta,2018.0,136714.0,cng,manual,1.0,False,False,third-party,259492.9
mercedes,s-class,2011.0,47334.0,electric,manual,1.0,True,False,comprehensive,9392899.9
audi,a4,2005.0,53183.0,diesel,automatic,2.0,False,True,comprehensive,3492022.55
toyota,fortuner,2014.0,43576.0,cng,automatic,3.0,True,True,nan,2913463.6
ford,fiesta,2010.0,157772.0,cng,manual,3.0,False,False,third-party,50000.0
audi,a4,2004.0,76205.0,diesel,automatic,1.0,True,True,third-party,3438569.25
maruti,dzire,2014.0,199344.0,diesel,automatic,3.0,False,False,comprehensive,70098.4
honda,city,2017.0,26890.0,cng,automatic,3.0,False,False,third-party,645966.5
ford,ecosport,2000.0,28818.0,petrol,manual,2.0,False,False,comprehensive,50000.0
honda,civic,2001.0,154201.0,cng,manual,1.0,False,True,comprehensive,50000.0
maruti,swift,2013.0,176452.0,petrol,automatic,3.0,True,True,comprehensive,50000.0
hyundai,elantra,2002.0,88014.0,petrol,automatic,2.0,False,False,third-party,186797.9
hyundai,creta,2015.0,69880.0,petrol,manual,2.0,True,False,nan,1009518.0
bmw,3 series,2001.0,49279.0,diesel,automatic,3.0,True,True,nan,2762608.15
mercedes,c-class,2010.0,99686.0,petrol,automatic,3.0,False,False,nan,4235047.1
nissan,terrano,2011.0,192605.0,cng,manual,3.0,False,False,comprehensive,571109.25
hyundai,verna,2014.0,24971.0,electric,automatic,2.0,False,True,comprehensive,346254.35
mercedes,e-class,2003.0,39574.0,petrol,automatic,2.0,True,True,third-party,5364063.9
honda,city,2009.0,67598.0,electric,manual,1.0,True,True,third-party,239860.3
nissan,terrano,2019.0,144752.0,electric,automatic,3.0,False,False,comprehensive,1028287.2
bmw,x5,2013.0,8810.0,cng,manual,2.0,False,True,third-party,7398678.5
nissan,kicks,2023.0,76402.0,electric,manual,1.0,True,False,comprehensive,1138539.7
audi,a6,2019.0,43641.0,cng,manual,3.0,True,True,nan,5213453.85
maruti,dzire,2016.0,166348.0,cng,automatic,1.0,True,True,comprehensive,225047.8
mercedes,s-class,2023.0,52869.0,diesel,manual,1.0,True,True,third-party,9942069.65
honda,civic,2000.0,97459.0,electric,automatic,1.0,True,True,comprehensive,50000.0
maruti,vitara brezza,2023.0,88100.0,electric,automatic,2.0,False,True,nan,686785.0
audi,a4,2013.0,112292.0,diesel,automatic,2.0,True,True,nan,3903156.2
toyota,fortuner,2023.0,143585.0,cng,manual,3.0,False,False,comprehensive,3428462.25
toyota,corolla,2018.0,179084.0,petrol,automatic,3.0,False,True,nan,773137.4
bmw,3 series,2002.0,105002.0,diesel,automatic,1.0,True,False,comprehensive,2884249.7
ford,fiesta,2024.0,111695.0,cng,manual,2.0,True,False,comprehensive,553245.75
tata,harrier,2021.0,143124.0,electric,manual,1.0,False,False,third-party,1558531.4
mercedes,e-class,2020.0,155195.0,cng,manual,3.0,False,False,nan,6226720.75
bmw,m3,2012.0,55459.0,petrol,automatic,3.0,False,True,nan,6791681.15
ford,fiesta,2003.0,19259.0,electric,automatic,2.0,False,False,nan,50000.0
nissan,magnite,2004.0,174959.0,cng,automatic,3.0,False,False,comprehensive,50000.0
maruti,vitara brezza,2022.0,23080.0,cng,automatic,3.0,True,True,comprehensive,616538.0
mercedes,c-class,2010.0,147092.0,electric,manual,1.0,False,False,third-party,4257936.2
audi,a4,2024.0,118557.0,cng,manual,2.0,False,False,third-party,4482216.45
honda,civic,2011.0,46892.0,electric,automatic,2.0,False,False,comprehensive,50000.0
mercedes,c-class,2023.0,38364.0,cng,manual,2.0,True,False,nan,4914245.4
toyota,fortuner,2008.0,11281.0,electric,manual,2.0,True,True,nan,2618307.85
mercedes,s-class,2004.0,49575.0,electric,automatic,1.0,True,False,comprehensive,9042563.75
ford,fiesta,2001.0,193380.0,diesel,automatic,2.0,False,False,comprehensive,50000.0
audi,a4,2009.0,34839.0,electric,automatic,3.0,True,False,third-party,3764774.15
honda,city,2012.0,81549.0,cng,automatic,2.0,True,False,comprehensive,407767.65
bmw,x5,2014.0,40550.0,electric,automatic,1.0,False,False,comprehensive,7473917.5
tata,harrier,2000.0,179047.0,petrol,manual,3.0,True,False,comprehensive,443142.95
ford,ecosport,2000.0,196506.0,electric,automatic,1.0,True,False,nan,50000.0
ford,fiesta,2013.0,83977.0,electric,automatic,3.0,True,False,nan,50000.0
audi,q5,2020.0,143984.0,petrol,manual,2.0,False,False,third-party,5728402.4
hyundai,elantra,2020.0,70802.0,electric,manual,3.0,False,False,comprehensive,1089379.7
audi,a4,2001.0,194856.0,petrol,automatic,3.0,True,True,nan,3290771.6
ford,ecosport,2005.0,57793.0,electric,automatic,3.0,False,True,third-party,50000.0
honda,city,2015.0,115302.0,diesel,manual,3.0,False,False,comprehensive,482704.7
audi,a4,2008.0,146401.0,electric,manual,1.0,True,True,comprehensive,3628039.85
audi,q5,2024.0,188577.0,cng,automatic,1.0,True,False,third-party,6000000.0
bmw,3 series,2010.0,138867.0,petrol,automatic,2.0,True,True,third-party,3199169.95
nissan,magnite,2002.0,26902.0,electric,automatic,2.0,False,False,third-party,50000.0
hyundai,elantra,2013.0,32374.0,cng,automatic,1.0,False,False,comprehensive,725143.9
toyota,corolla,2022.0,172375.0,cng,automatic,2.0,True,False,nan,1044143.75
maruti,vitara brezza,2002.0,77591.0,diesel,automatic,1.0,False,True,comprehensive,50000.0
toyota,fortuner,2019.0,149897.0,electric,manual,2.0,True,True,nan,3147515.45
ford,endeavour,2016.0,21193.0,diesel,manual,2.0,True,False,comprehensive,2616821.05
audi,a6,2002.0,26702.0,electric,automatic,2.0,False,False,comprehensive,4345994.7
nissan,magnite,2007.0,182096.0,cng,manual,3.0,True,True,nan,50000.0
maruti,vitara brezza,2024.0,177639.0,petrol,automatic,3.0,True,False,nan,793354.15
ford,fiesta,2013.0,39402.0,diesel,automatic,1.0,False,True,comprehensive,50000.0
hyundai,creta,2005.0,184027.0,electric,automatic,3.0,True,True,comprehensive,492395.95
hyundai,elantra,2024.0,15193.0,electric,manual,2.0,False,False,nan,1297721.05
ford,ecosport,2002.0,88043.0,petrol,automatic,2.0,True,False,third-party,50000.0
honda,city,2003.0,20966.0,cng,manual,2.0,True,True,third-party,50000.0
mercedes,e-class,2020.0,150824.0,electric,automatic,2.0,True,False,third-party,6247376.4
ford,fiesta,2014.0,139743.0,diesel,manual,2.0,False,True,comprehensive,50000.0
audi,a6,2021.0,154358.0,diesel,automatic,2.0,False,True,third-party,5276846.3
ford,fiesta,2006.0,152878.0,petrol,manual,1.0,True,False,third-party,50000.0
audi,a4,2015.0,55056.0,diesel,automatic,2.0,True,False,nan,4011741.6
honda,city,2005.0,185720.0,diesel,automatic,2.0,True,False,comprehensive,50000.0
hyundai,creta,2005.0,47507.0,cng,manual,2.0,True,True,nan,512873.95
honda,civic,2013.0,33066.0,cng,automatic,2.0,False,False,nan,145040.1
maruti,swift,2013.0,187450.0,cng,manual,3.0,True,True,third-party,50000.0
tata,harrier,2010.0,191846.0,diesel,automatic,1.0,True,True,nan,971223.1
honda,jazz,2010.0,143430.0,cng,automatic,1.0,True,False,third-party,78485.5
toyota,corolla,2010.0,189282.0,electric,manual,1.0,False,False,third-party,501607.7
ford,endeavour,2001.0,6103.0,diesel,manual,3.0,False,True,nan,1749084.55
toyota,innova,2018.0,8365.0,petrol,automatic,2.0,True,False,comprehensive,1318745.25
maruti,dzire,2012.0,92917.0,diesel,manual,1.0,True,False,comprehensive,50000.0
hyundai,elantra,2020.0,128475.0,cng,manual,3.0,False,False,comprehensive,1080728.75
hyundai,elantra,2024.0,130645.0,petrol,manual,3.0,True,True,comprehensive,1250403.25
ford,fiesta,2018.0,28206.0,diesel,manual,3.0,False,True,nan,195769.1
audi,a6,2000.0,173833.0,diesel,manual,3.0,True,True,nan,4193925.05
tata,altroz,2015.0,64475.0,electric,manual,1.0,False,True,third-party,70328.75
mercedes,e-class,2020.0,96605.0,cng,manual,1.0,True,False,nan,6285509.25
maruti,dzire,2023.0,85753.0,electric,manual,3.0,False,True,comprehensive,487137.0500000001
audi,a4,2008.0,20147.0,electric,automatic,3.0,True,True,comprehensive,3616977.95
maruti,swift,2005.0,73488.0,cng,automatic,3.0,False,True,third-party,50000.0
hyundai,elantra,2023.0,38300.0,electric,manual,3.0,True,True,nan,1214255.0
tata,harrier,2012.0,188278.0,diesel,manual,1.0,True,False,nan,1071758.3
ford,fiesta,2002.0,145133.0,cng,automatic,1.0,False,True,comprehensive,50000.0
mercedes,e-class,2023.0,171626.0,diesel,manual,2.0,True,False,comprehensive,6394256.1
hyundai,elantra,2003.0,111826.0,cng,automatic,1.0,False,True,comprehensive,163226.1
maruti,swift,2003.0,198488.0,electric,manual,3.0,True,False,third-party,50000.0
nissan,kicks,2005.0,39171.0,petrol,automatic,1.0,True,False,third-party,244124.35
ford,ecosport,2005.0,148688.0,diesel,automatic,2.0,True,False,nan,50000.0
nissan,kicks,2004.0,51559.0,electric,automatic,2.0,True,True,third-party,112266.15
tata,nexon,2014.0,112552.0,diesel,manual,3.0,False,False,third-party,333117.2
hyundai,creta,2023.0,98952.0,petrol,manual,2.0,True,False,comprehensive,1405157.2
honda,jazz,2009.0,76406.0,electric,manual,2.0,True,False,nan,50000.0
hyundai,creta,2016.0,70005.0,cng,manual,3.0,True,False,comprehensive,1059499.25
bmw,x5,2020.0,39384.0,cng,automatic,2.0,True,False,comprehensive,7764092.4
mercedes,s-class,2020.0,63476.0,electric,manual,1.0,False,False,third-party,9770478.6
tata,nexon,2005.0,41595.0,petrol,automatic,3.0,True,True,third-party,50000.0
ford,endeavour,2000.0,143581.0,cng,automatic,2.0,False,True,comprehensive,1678462.85
hyundai,elantra,2002.0,9296.0,diesel,automatic,1.0,True,False,third-party,198605.6
honda,city,2002.0,63890.0,petrol,manual,3.0,False,False,nan,50000.0
honda,city,2008.0,97161.0,diesel,manual,2.0,False,False,comprehensive,135425.85
bmw,x5,2006.0,143103.0,petrol,manual,3.0,True,True,nan,7048534.55
ford,endeavour,2010.0,128420.0,electric,automatic,2.0,False,False,comprehensive,2280737.0
honda,city,2012.0,11970.0,petrol,automatic,2.0,False,True,third-party,298204.5
